latitude,longitude,median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,total_rooms,median_house_value
34.08,-118.36,2.9621,1.0,0.0,0.0,1902.0,175000.0
34.07,-118.35,3.6111,1.0,0.0,0.0,890.0,450000.0
34.07,-118.35,4.0179,1.0,0.0,0.0,1651.0,350000.0
34.07,-118.35,3.5719,1.0,0.0,0.0,3312.0,500001.0
34.07,-118.36,2.3375,1.0,0.0,0.0,1821.0,355200.0
34.07,-118.36,4.7019,1.0,0.0,0.0,1740.0,411100.0
34.07,-118.37,4.3667,1.0,0.0,0.0,2519.0,405600.0
34.07,-118.36,3.4265,1.0,0.0,0.0,2046.0,456900.0
34.07,-118.37,4.25,1.0,0.0,0.0,2203.0,486900.0
34.07,-118.37,5.24,1.0,0.0,0.0,2195.0,486400.0
34.07,-118.37,3.201,1.0,0.0,0.0,2703.0,287500.0
34.07,-118.37,3.1677,1.0,0.0,0.0,2309.0,453400.0
34.07,-118.37,3.4286,1.0,0.0,0.0,1084.0,474300.0
34.07,-118.38,3.5573,1.0,0.0,0.0,3653.0,500001.0
34.07,-118.34,3.1766,1.0,0.0,0.0,3175.0,225000.0
34.06,-118.34,7.1669,1.0,0.0,0.0,1314.0,500001.0
34.05,-118.34,3.9167,1.0,0.0,0.0,2530.0,321600.0
34.06,-118.34,3.5481,1.0,0.0,0.0,2069.0,396000.0
34.06,-118.34,3.7167,1.0,0.0,0.0,1482.0,327300.0
34.06,-118.35,3.2411,1.0,0.0,0.0,2837.0,250000.0
34.06,-118.35,3.7167,1.0,0.0,0.0,1354.0,385000.0
34.06,-118.35,5.3819,1.0,0.0,0.0,1368.0,440900.0
34.05,-118.35,2.6781,1.0,0.0,0.0,2880.0,328800.0
34.06,-118.35,3.2279,1.0,0.0,0.0,3551.0,400000.0
34.06,-118.36,3.25,1.0,0.0,0.0,2810.0,355000.0
34.06,-118.36,2.9605,1.0,0.0,0.0,2130.0,500001.0
34.06,-118.37,4.5192,1.0,0.0,0.0,843.0,446000.0
34.06,-118.37,5.5596,1.0,0.0,0.0,1608.0,500001.0
34.06,-118.38,3.1475,1.0,0.0,0.0,2522.0,362500.0
34.06,-118.38,2.7824,1.0,0.0,0.0,3946.0,450000.0
34.06,-118.38,2.8233,1.0,0.0,0.0,4345.0,310000.0
34.06,-118.38,3.5556,1.0,0.0,0.0,2558.0,500000.0
34.05,-118.37,3.0862,1.0,0.0,0.0,2457.0,345300.0
34.04,-118.37,3.825,1.0,0.0,0.0,1197.0,278500.0
34.05,-118.37,4.005,1.0,0.0,0.0,1266.0,275000.0
34.05,-118.37,2.9883,1.0,0.0,0.0,2369.0,296100.0
34.06,-118.37,5.0858,1.0,0.0,0.0,2239.0,470000.0
34.05,-118.37,4.0583,1.0,0.0,0.0,2346.0,444300.0
34.05,-118.37,3.625,1.0,0.0,0.0,1563.0,440900.0
34.06,-118.37,4.0217,1.0,0.0,0.0,2402.0,500001.0
34.05,-118.36,3.3824,1.0,0.0,0.0,1825.0,322600.0
34.05,-118.36,4.0625,1.0,0.0,0.0,1424.0,295200.0
34.05,-118.36,3.2813,1.0,0.0,0.0,1835.0,243600.0
34.04,-118.36,2.7917,1.0,0.0,0.0,995.0,242000.0
34.05,-118.36,3.3333,1.0,0.0,0.0,1879.0,254700.0
34.05,-118.36,3.0833,1.0,0.0,0.0,3518.0,338100.0
34.05,-118.38,3.0707,1.0,0.0,0.0,2053.0,417900.0
34.05,-118.39,5.7509,1.0,0.0,0.0,1621.0,474100.0
34.05,-118.38,4.2404,1.0,0.0,0.0,1004.0,351000.0
34.05,-118.38,4.4191,1.0,0.0,0.0,1241.0,334100.0
34.05,-118.38,4.8958,1.0,0.0,0.0,702.0,333600.0
34.05,-118.38,3.238,1.0,0.0,0.0,2352.0,287500.0
34.05,-118.38,3.0956,1.0,0.0,0.0,3517.0,500001.0
34.05,-118.35,2.5806,1.0,0.0,0.0,2815.0,234100.0
34.05,-118.35,2.0984,1.0,0.0,0.0,1856.0,158000.0
34.05,-118.36,2.8793,1.0,0.0,0.0,1372.0,202100.0
34.05,-118.36,2.5658,1.0,0.0,0.0,2283.0,252000.0
34.05,-118.35,2.8841,1.0,0.0,0.0,2149.0,290800.0
34.05,-118.34,3.1944,1.0,0.0,0.0,2009.0,213500.0
34.05,-118.34,2.2725,1.0,0.0,0.0,975.0,140600.0
34.05,-118.35,3.6435,1.0,0.0,0.0,1971.0,195800.0
34.05,-118.34,2.6654,1.0,0.0,0.0,2194.0,259400.0
34.04,-118.32,2.532,1.0,0.0,0.0,2965.0,172700.0
34.04,-118.32,2.2554,1.0,0.0,0.0,1294.0,165000.0
34.04,-118.32,2.3526,1.0,0.0,0.0,1184.0,156300.0
34.04,-118.33,2.913,1.0,0.0,0.0,1090.0,192500.0
34.05,-118.33,2.0706,1.0,0.0,0.0,3015.0,268500.0
34.04,-118.33,3.6373,1.0,0.0,0.0,2545.0,420000.0
34.05,-118.34,2.7409,1.0,0.0,0.0,2099.0,167100.0
34.04,-118.34,2.5955,1.0,0.0,0.0,2345.0,139700.0
34.04,-118.34,2.2254,1.0,0.0,0.0,2064.0,127100.0
34.04,-118.34,1.7014,1.0,0.0,0.0,1466.0,123200.0
34.04,-118.35,1.8685,1.0,0.0,0.0,1956.0,150700.0
34.04,-118.35,3.0856,1.0,0.0,0.0,1104.0,151600.0
34.04,-118.35,2.1711,1.0,0.0,0.0,1579.0,179200.0
34.04,-118.36,2.3214,1.0,0.0,0.0,1769.0,139400.0
34.04,-118.36,3.5161,1.0,0.0,0.0,1767.0,157000.0
34.04,-118.35,2.3687,1.0,0.0,0.0,1626.0,146800.0
34.03,-118.36,2.1078,1.0,0.0,0.0,1690.0,133500.0
34.03,-118.37,3.0694,1.0,0.0,0.0,1236.0,122200.0
34.04,-118.36,2.0538,1.0,0.0,0.0,3239.0,125800.0
34.04,-118.35,2.4635,1.0,0.0,0.0,1617.0,169400.0
34.03,-118.35,1.9,1.0,0.0,0.0,865.0,110900.0
34.04,-118.35,2.5625,1.0,0.0,0.0,1839.0,138000.0
34.04,-118.34,2.6,1.0,0.0,0.0,1681.0,171400.0
34.03,-118.34,1.6581,1.0,0.0,0.0,1426.0,118800.0
34.04,-118.34,1.9408,1.0,0.0,0.0,2010.0,134600.0
34.03,-118.35,1.975,1.0,0.0,0.0,1438.0,138100.0
34.04,-118.33,2.5927,1.0,0.0,0.0,1806.0,161500.0
34.03,-118.33,1.7377,1.0,0.0,0.0,2314.0,183900.0
34.04,-118.33,2.628,1.0,0.0,0.0,2437.0,251100.0
34.04,-118.32,1.8333,1.0,0.0,0.0,1989.0,151100.0
34.04,-118.32,2.0259,1.0,0.0,0.0,1766.0,168800.0
34.04,-118.32,2.8654,1.0,0.0,0.0,1008.0,176800.0
34.03,-118.32,2.1046,1.0,0.0,0.0,3189.0,114000.0
34.03,-118.33,1.9018,1.0,0.0,0.0,2840.0,137500.0
34.03,-118.32,3.0132,1.0,0.0,0.0,1082.0,223200.0
34.03,-118.32,2.8971,1.0,0.0,0.0,1845.0,127800.0
34.03,-118.32,3.1731,1.0,0.0,0.0,1734.0,121500.0
34.02,-118.32,2.6098,1.0,0.0,0.0,2511.0,127100.0
34.02,-118.32,2.0304,1.0,0.0,0.0,2010.0,133400.0
34.02,-118.32,2.0042,1.0,0.0,0.0,1648.0,114200.0
34.02,-118.33,1.8783,1.0,0.0,0.0,1667.0,118200.0
34.02,-118.33,2.1979,1.0,0.0,0.0,1528.0,125700.0
34.03,-118.33,1.6429,1.0,0.0,0.0,2312.0,125000.0
34.02,-118.34,4.2218,1.0,0.0,0.0,1614.0,181000.0
34.02,-118.34,3.5357,1.0,0.0,0.0,2067.0,156900.0
34.03,-118.35,1.89,1.0,0.0,0.0,2334.0,124000.0
34.03,-118.35,2.2273,1.0,0.0,0.0,2122.0,123300.0
34.02,-118.35,3.25,1.0,0.0,0.0,427.0,134700.0
34.03,-118.35,1.9928,1.0,0.0,0.0,2043.0,125400.0
34.03,-118.36,2.1324,1.0,0.0,0.0,1083.0,143800.0
34.03,-118.36,1.8316,1.0,0.0,0.0,2323.0,113500.0
34.03,-118.36,2.2368,1.0,0.0,0.0,1400.0,120000.0
34.03,-118.36,1.6452,1.0,0.0,0.0,1819.0,125900.0
34.03,-118.36,2.0879,1.0,0.0,0.0,2365.0,120700.0
34.03,-118.37,3.3636,1.0,0.0,0.0,1350.0,140900.0
34.03,-118.34,2.4444,1.0,0.0,0.0,2437.0,134100.0
34.02,-118.34,2.5156,1.0,0.0,0.0,1609.0,136600.0
34.02,-118.34,3.1442,1.0,0.0,0.0,1172.0,130300.0
34.03,-118.34,3.4306,1.0,0.0,0.0,1295.0,130200.0
34.03,-118.34,1.3444,1.0,0.0,0.0,1927.0,125000.0
34.02,-118.36,1.7159,1.0,0.0,0.0,1356.0,189700.0
34.03,-118.37,3.9732,1.0,0.0,0.0,1425.0,188400.0
34.02,-118.37,2.6154,1.0,0.0,0.0,1944.0,193200.0
34.05,-118.28,1.5565,1.0,0.0,0.0,1627.0,152500.0
34.04,-118.28,2.1696,1.0,0.0,0.0,1155.0,153400.0
34.04,-118.29,2.0817,1.0,0.0,0.0,659.0,132500.0
34.05,-118.29,1.8571,1.0,0.0,0.0,907.0,143800.0
34.04,-118.29,2.4359,1.0,0.0,0.0,1353.0,123700.0
34.04,-118.3,1.7225,1.0,0.0,0.0,1757.0,180000.0
34.05,-118.3,2.4297,1.0,0.0,0.0,1005.0,162500.0
34.05,-118.3,1.2786,1.0,0.0,0.0,993.0,121900.0
34.05,-118.31,1.9336,1.0,0.0,0.0,1864.0,190600.0
34.05,-118.31,2.1162,1.0,0.0,0.0,2007.0,229200.0
34.05,-118.31,2.3536,1.0,0.0,0.0,1809.0,500000.0
34.04,-118.31,2.4048,1.0,0.0,0.0,2691.0,208300.0
34.04,-118.31,2.0658,1.0,0.0,0.0,2038.0,214600.0
34.03,-118.31,0.8351,1.0,0.0,0.0,2438.0,150000.0
34.03,-118.32,1.9531,1.0,0.0,0.0,2206.0,227800.0
34.04,-118.31,2.5833,1.0,0.0,0.0,1277.0,234600.0
34.04,-118.3,1.7109,1.0,0.0,0.0,2092.0,175000.0
34.04,-118.3,2.006,1.0,0.0,0.0,1470.0,150000.0
34.04,-118.31,1.767,1.0,0.0,0.0,2338.0,170300.0
34.04,-118.29,2.0405,1.0,0.0,0.0,1941.0,143000.0
34.03,-118.3,1.78,1.0,0.0,0.0,1653.0,162500.0
34.04,-118.3,2.1518,1.0,0.0,0.0,1090.0,152800.0
34.04,-118.29,2.1542,1.0,0.0,0.0,700.0,128100.0
34.04,-118.29,2.1471,1.0,0.0,0.0,432.0,125000.0
34.03,-118.29,1.9167,1.0,0.0,0.0,1680.0,136400.0
34.03,-118.28,2.0673,1.0,0.0,0.0,943.0,151600.0
34.03,-118.29,1.2875,1.0,0.0,0.0,907.0,179200.0
34.03,-118.29,2.0848,1.0,0.0,0.0,1501.0,135200.0
34.03,-118.29,0.7473,1.0,0.0,0.0,3313.0,168800.0
34.03,-118.29,2.135,1.0,0.0,0.0,1084.0,119600.0
34.03,-118.31,2.025,1.0,0.0,0.0,2173.0,135500.0
34.03,-118.31,2.8295,1.0,0.0,0.0,1902.0,132200.0
34.02,-118.31,2.45,1.0,0.0,0.0,1173.0,111400.0
34.02,-118.31,1.4712,1.0,0.0,0.0,1555.0,105800.0
34.02,-118.31,2.4519,1.0,0.0,0.0,1423.0,98100.0
34.02,-118.31,1.2434,1.0,0.0,0.0,1832.0,98400.0
34.03,-118.3,2.1571,1.0,0.0,0.0,2241.0,147900.0
34.03,-118.3,2.7125,1.0,0.0,0.0,1695.0,150000.0
34.03,-118.31,1.23,1.0,0.0,0.0,1315.0,138400.0
34.03,-118.3,1.8564,1.0,0.0,0.0,2781.0,187500.0
34.03,-118.31,2.1173,1.0,0.0,0.0,2041.0,156600.0
34.02,-118.31,1.3187,1.0,0.0,0.0,1703.0,127100.0
34.02,-118.31,2.2981,1.0,0.0,0.0,1976.0,112100.0
34.02,-118.3,1.85,1.0,0.0,0.0,2120.0,116800.0
34.02,-118.29,2.087,1.0,0.0,0.0,1641.0,141300.0
34.02,-118.3,1.631,1.0,0.0,0.0,3184.0,137500.0
34.02,-118.3,1.5781,1.0,0.0,0.0,1933.0,119300.0
34.02,-118.28,0.4999,1.0,0.0,0.0,515.0,500001.0
34.03,-118.27,1.7546,1.0,0.0,0.0,395.0,175000.0
34.03,-118.27,1.7115,1.0,0.0,0.0,1280.0,125000.0
34.04,-118.28,1.6089,1.0,0.0,0.0,460.0,162500.0
34.04,-118.28,1.2969,1.0,0.0,0.0,1283.0,160200.0
34.04,-118.28,1.4167,1.0,0.0,0.0,1582.0,200000.0
34.04,-118.28,2.1806,1.0,0.0,0.0,1193.0,180000.0
34.05,-118.28,1.6037,1.0,0.0,0.0,1273.0,275000.0
34.03,-118.28,1.8539,1.0,0.0,0.0,1933.0,147500.0
34.03,-118.28,1.7976,1.0,0.0,0.0,2118.0,164600.0
34.04,-118.28,2.2232,1.0,0.0,0.0,1521.0,162500.0
34.02,-118.27,1.875,1.0,0.0,0.0,2004.0,127300.0
34.02,-118.28,1.9375,1.0,0.0,0.0,281.0,38800.0
34.02,-118.27,0.9234,1.0,0.0,0.0,561.0,187500.0
34.03,-118.28,0.844,1.0,0.0,0.0,2107.0,350000.0
34.03,-118.28,1.2989,1.0,0.0,0.0,1407.0,225000.0
34.02,-118.25,2.1944,1.0,0.0,0.0,180.0,158300.0
34.03,-118.24,1.8333,1.0,0.0,0.0,142.0,312500.0
34.03,-118.26,1.2096,1.0,0.0,0.0,299.0,100000.0
34.03,-118.25,2.1905,1.0,0.0,0.0,1274.0,124000.0
34.02,-118.25,1.6302,1.0,0.0,0.0,1375.0,130700.0
34.02,-118.26,1.5652,1.0,0.0,0.0,980.0,123100.0
34.02,-118.26,2.131,1.0,0.0,0.0,1091.0,136500.0
34.02,-118.26,1.8382,1.0,0.0,0.0,1259.0,126400.0
34.02,-118.26,2.1667,1.0,0.0,0.0,1551.0,117700.0
34.02,-118.26,1.3134,1.0,0.0,0.0,1465.0,96200.0
34.02,-118.26,2.0703,1.0,0.0,0.0,1249.0,114800.0
34.02,-118.26,1.5603,1.0,0.0,0.0,848.0,109600.0
34.02,-118.26,2.2356,1.0,0.0,0.0,698.0,119500.0
34.02,-118.25,1.913,1.0,0.0,0.0,1368.0,114300.0
34.02,-118.25,2.1957,1.0,0.0,0.0,1676.0,100800.0
34.01,-118.25,1.2396,1.0,0.0,0.0,481.0,90300.0
34.02,-118.25,2.3304,1.0,0.0,0.0,1311.0,119900.0
34.02,-118.24,1.8485,1.0,0.0,0.0,542.0,90600.0
34.01,-118.24,2.375,1.0,0.0,0.0,396.0,107500.0
34.01,-118.24,1.8929,1.0,0.0,0.0,1456.0,99200.0
34.01,-118.25,2.1466,1.0,0.0,0.0,1301.0,100800.0
34.01,-118.24,1.7813,1.0,0.0,0.0,405.0,127500.0
34.01,-118.25,1.0898,1.0,0.0,0.0,782.0,93400.0
34.01,-118.25,1.2857,1.0,0.0,0.0,879.0,99300.0
34.01,-118.25,1.3287,1.0,0.0,0.0,1429.0,107200.0
34.01,-118.25,1.7425,1.0,0.0,0.0,1575.0,100500.0
34.01,-118.25,1.4464,1.0,0.0,0.0,962.0,110200.0
34.01,-118.26,1.4653,1.0,0.0,0.0,697.0,118800.0
34.01,-118.26,1.5089,1.0,0.0,0.0,1269.0,115800.0
34.01,-118.26,1.9074,1.0,0.0,0.0,2451.0,99600.0
34.01,-118.27,1.4524,1.0,0.0,0.0,990.0,126800.0
34.01,-118.26,2.1776,1.0,0.0,0.0,879.0,118300.0
34.02,-118.27,2.319,1.0,0.0,0.0,1314.0,97200.0
34.01,-118.27,1.8652,1.0,0.0,0.0,1193.0,116100.0
34.01,-118.27,1.2206,1.0,0.0,0.0,1672.0,129200.0
34.01,-118.27,1.4327,1.0,0.0,0.0,921.0,114100.0
34.01,-118.27,2.0817,1.0,0.0,0.0,1235.0,113300.0
34.0,-118.27,2.148,1.0,0.0,0.0,1748.0,103800.0
34.0,-118.27,1.7052,1.0,0.0,0.0,1869.0,107400.0
34.0,-118.27,1.75,1.0,0.0,0.0,780.0,95800.0
34.01,-118.26,1.8641,1.0,0.0,0.0,2179.0,108200.0
34.0,-118.26,1.6221,1.0,0.0,0.0,1733.0,104200.0
34.0,-118.25,1.7237,1.0,0.0,0.0,1033.0,105800.0
34.0,-118.25,1.6382,1.0,0.0,0.0,1176.0,105000.0
34.0,-118.25,1.5781,1.0,0.0,0.0,1218.0,102900.0
34.0,-118.25,1.303,1.0,0.0,0.0,1768.0,90400.0
34.0,-118.25,1.4792,1.0,0.0,0.0,1905.0,95800.0
34.0,-118.24,1.2056,1.0,0.0,0.0,588.0,87500.0
34.0,-118.24,0.9463,1.0,0.0,0.0,863.0,95000.0
34.0,-118.25,2.2813,1.0,0.0,0.0,1419.0,101300.0
34.0,-118.24,1.7132,1.0,0.0,0.0,1715.0,108200.0
33.99,-118.24,1.875,1.0,0.0,0.0,448.0,98600.0
33.99,-118.24,1.6731,1.0,0.0,0.0,1425.0,88200.0
33.99,-118.25,1.5556,1.0,0.0,0.0,2261.0,98500.0
33.99,-118.25,2.1793,1.0,0.0,0.0,1274.0,107900.0
34.0,-118.26,0.8941,1.0,0.0,0.0,1611.0,91900.0
34.0,-118.26,1.9208,1.0,0.0,0.0,2615.0,103400.0
34.0,-118.27,1.852,1.0,0.0,0.0,2099.0,101500.0
34.0,-118.27,1.3403,1.0,0.0,0.0,1638.0,110800.0
34.0,-118.27,1.8917,1.0,0.0,0.0,1258.0,106900.0
33.99,-118.26,1.8242,1.0,0.0,0.0,1865.0,95000.0
33.99,-118.26,1.6901,1.0,0.0,0.0,2016.0,103500.0
33.99,-118.27,1.9531,1.0,0.0,0.0,504.0,100000.0
33.99,-118.27,1.4886,1.0,0.0,0.0,932.0,100000.0
33.99,-118.27,1.8086,1.0,0.0,0.0,1407.0,97100.0
34.01,-118.28,1.8824,1.0,0.0,0.0,441.0,162500.0
34.02,-118.28,2.1382,1.0,0.0,0.0,1098.0,156300.0
34.01,-118.29,1.1667,1.0,0.0,0.0,885.0,143800.0
34.02,-118.3,1.2446,1.0,0.0,0.0,2190.0,103800.0
34.02,-118.29,1.1563,1.0,0.0,0.0,2001.0,118800.0
34.02,-118.3,1.6699,1.0,0.0,0.0,2386.0,108000.0
34.01,-118.3,1.7961,1.0,0.0,0.0,1147.0,111700.0
34.01,-118.31,1.7386,1.0,0.0,0.0,1463.0,109400.0
34.02,-118.31,1.6667,1.0,0.0,0.0,1046.0,116900.0
34.02,-118.31,1.6955,1.0,0.0,0.0,2255.0,115200.0
34.01,-118.31,2.0417,1.0,0.0,0.0,2073.0,117100.0
34.02,-118.31,1.6851,1.0,0.0,0.0,2217.0,108800.0
34.01,-118.31,2.5263,1.0,0.0,0.0,2544.0,121000.0
34.01,-118.31,1.8214,1.0,0.0,0.0,2547.0,123200.0
34.01,-118.31,3.0759,1.0,0.0,0.0,1793.0,123700.0
34.01,-118.29,2.3942,1.0,0.0,0.0,814.0,123200.0
34.01,-118.29,1.6505,1.0,0.0,0.0,2238.0,125000.0
34.0,-118.3,1.6875,1.0,0.0,0.0,1743.0,116000.0
34.01,-118.3,2.5885,1.0,0.0,0.0,1908.0,136200.0
34.01,-118.3,2.0625,1.0,0.0,0.0,1444.0,134400.0
34.01,-118.28,1.7143,1.0,0.0,0.0,2305.0,132000.0
34.0,-118.28,2.3403,1.0,0.0,0.0,1650.0,114100.0
34.0,-118.29,1.4639,1.0,0.0,0.0,1487.0,112500.0
34.01,-118.29,1.6036,1.0,0.0,0.0,751.0,137500.0
34.01,-118.29,1.0539,1.0,0.0,0.0,1385.0,142500.0
34.01,-118.28,1.8656,1.0,0.0,0.0,2601.0,122900.0
34.0,-118.28,1.2065,1.0,0.0,0.0,713.0,103600.0
34.01,-118.28,1.2175,1.0,0.0,0.0,795.0,131300.0
34.01,-118.28,2.3309,1.0,0.0,0.0,483.0,126600.0
34.0,-118.28,2.0938,1.0,0.0,0.0,1534.0,119200.0
34.0,-118.28,1.2778,1.0,0.0,0.0,855.0,112500.0
34.0,-118.28,1.432,1.0,0.0,0.0,2636.0,124000.0
34.0,-118.28,2.1607,1.0,0.0,0.0,1514.0,96100.0
34.0,-118.29,2.1354,1.0,0.0,0.0,1753.0,105800.0
34.0,-118.29,1.2347,1.0,0.0,0.0,1807.0,111700.0
34.0,-118.29,2.7727,1.0,0.0,0.0,1319.0,128600.0
34.0,-118.3,1.1806,1.0,0.0,0.0,1131.0,134600.0
34.0,-118.3,1.5179,1.0,0.0,0.0,1420.0,116100.0
34.0,-118.29,2.0809,1.0,0.0,0.0,2579.0,109600.0
34.0,-118.3,2.0958,1.0,0.0,0.0,1686.0,116400.0
34.0,-118.3,3.05,1.0,0.0,0.0,1296.0,111600.0
34.0,-118.31,1.6892,1.0,0.0,0.0,1542.0,129100.0
34.0,-118.3,2.0,1.0,0.0,0.0,1718.0,128000.0
34.0,-118.31,1.933,1.0,0.0,0.0,1630.0,120000.0
34.0,-118.31,2.1116,1.0,0.0,0.0,2709.0,122500.0
34.0,-118.31,1.9792,1.0,0.0,0.0,1551.0,116400.0
33.99,-118.31,1.6559,1.0,0.0,0.0,2235.0,101400.0
33.99,-118.31,2.0915,1.0,0.0,0.0,1525.0,126600.0
33.99,-118.31,2.2339,1.0,0.0,0.0,1489.0,104800.0
33.99,-118.31,1.7083,1.0,0.0,0.0,1703.0,100000.0
33.99,-118.29,1.5846,1.0,0.0,0.0,2608.0,114800.0
33.99,-118.3,1.8317,1.0,0.0,0.0,2637.0,96500.0
33.99,-118.3,1.9853,1.0,0.0,0.0,2212.0,101100.0
33.99,-118.28,1.275,1.0,0.0,0.0,2577.0,98300.0
33.99,-118.29,2.0542,1.0,0.0,0.0,2198.0,103400.0
33.99,-118.28,2.5848,1.0,0.0,0.0,1283.0,101900.0
33.99,-118.28,1.7159,1.0,0.0,0.0,2174.0,95000.0
33.99,-118.28,1.7849,1.0,0.0,0.0,1211.0,99300.0
34.01,-118.32,2.6667,1.0,0.0,0.0,3104.0,128000.0
34.02,-118.32,4.2554,1.0,0.0,0.0,1655.0,194300.0
34.02,-118.32,3.3906,1.0,0.0,0.0,1949.0,189700.0
34.01,-118.32,3.1548,1.0,0.0,0.0,1842.0,157700.0
34.01,-118.32,2.4022,1.0,0.0,0.0,1745.0,123400.0
34.02,-118.33,4.26,1.0,0.0,0.0,2223.0,182600.0
34.01,-118.33,3.7727,1.0,0.0,0.0,1320.0,193000.0
34.02,-118.33,3.5,1.0,0.0,0.0,2043.0,181100.0
34.01,-118.32,2.4934,1.0,0.0,0.0,4032.0,165800.0
34.01,-118.33,2.0217,1.0,0.0,0.0,2227.0,187500.0
34.01,-118.33,1.9231,1.0,0.0,0.0,1762.0,188500.0
34.01,-118.33,1.9631,1.0,0.0,0.0,2182.0,181300.0
34.0,-118.32,1.95,1.0,0.0,0.0,3250.0,112600.0
34.0,-118.32,2.4583,1.0,0.0,0.0,2189.0,120900.0
34.0,-118.33,2.2054,1.0,0.0,0.0,1671.0,121500.0
34.0,-118.33,2.3333,1.0,0.0,0.0,825.0,133300.0
34.0,-118.33,0.9304,1.0,0.0,0.0,873.0,151600.0
33.99,-118.32,2.5909,1.0,0.0,0.0,2028.0,98700.0
33.99,-118.32,1.9779,1.0,0.0,0.0,1407.0,114200.0
33.99,-118.33,2.8542,1.0,0.0,0.0,1918.0,126500.0
33.99,-118.33,3.2083,1.0,0.0,0.0,1582.0,149600.0
33.99,-118.34,4.8125,1.0,0.0,0.0,2009.0,170500.0
33.99,-118.32,2.1875,1.0,0.0,0.0,1260.0,115200.0
33.99,-118.32,3.7167,1.0,0.0,0.0,1257.0,108900.0
33.99,-118.33,2.8274,1.0,0.0,0.0,2224.0,122500.0
33.99,-118.34,3.1731,1.0,0.0,0.0,1217.0,140300.0
33.98,-118.32,2.175,1.0,0.0,0.0,949.0,114700.0
33.98,-118.32,3.2344,1.0,0.0,0.0,1298.0,104300.0
33.98,-118.32,1.9732,1.0,0.0,0.0,1528.0,101000.0
33.98,-118.32,3.0833,1.0,0.0,0.0,1611.0,103300.0
33.98,-118.33,1.8806,1.0,0.0,0.0,3889.0,113900.0
33.98,-118.33,1.6477,1.0,0.0,0.0,1784.0,108900.0
33.98,-118.33,1.8472,1.0,0.0,0.0,3063.0,149100.0
33.99,-118.34,2.9643,1.0,0.0,0.0,2225.0,140400.0
33.98,-118.34,2.9315,1.0,0.0,0.0,2126.0,149000.0
33.99,-118.35,4.9531,1.0,0.0,0.0,2183.0,180100.0
33.98,-118.35,3.8235,1.0,0.0,0.0,2512.0,207600.0
33.99,-118.34,1.675,1.0,0.0,0.0,397.0,166700.0
33.98,-118.32,2.2396,1.0,0.0,0.0,1448.0,108600.0
33.97,-118.32,3.5114,1.0,0.0,0.0,1778.0,138800.0
33.98,-118.32,1.7067,1.0,0.0,0.0,1412.0,118600.0
33.98,-118.33,1.6531,1.0,0.0,0.0,3112.0,118500.0
33.97,-118.33,2.5363,1.0,0.0,0.0,2526.0,158800.0
33.97,-118.33,4.1635,1.0,0.0,0.0,1830.0,156400.0
34.02,-118.36,3.8643,1.0,0.0,0.0,3745.0,195800.0
34.01,-118.36,6.5044,1.0,0.0,0.0,3140.0,350400.0
34.02,-118.37,4.4028,1.0,0.0,0.0,2263.0,246800.0
34.02,-118.38,4.3077,1.0,0.0,0.0,1893.0,140600.0
34.02,-118.33,0.8702,1.0,0.0,0.0,1249.0,170500.0
34.01,-118.34,2.5568,1.0,0.0,0.0,1359.0,312500.0
34.01,-118.34,1.7945,1.0,0.0,0.0,4291.0,106300.0
34.01,-118.34,1.6187,1.0,0.0,0.0,2318.0,266700.0
34.02,-118.34,4.0357,1.0,0.0,0.0,1527.0,187800.0
34.02,-118.35,1.7622,1.0,0.0,0.0,3978.0,167900.0
34.02,-118.35,1.4589,1.0,0.0,0.0,3358.0,87500.0
34.01,-118.35,3.6629,1.0,0.0,0.0,3246.0,353200.0
34.01,-118.35,3.5486,1.0,0.0,0.0,3776.0,332100.0
34.0,-118.35,3.25,1.0,0.0,0.0,3085.0,301000.0
33.99,-118.28,1.8818,1.0,0.0,0.0,1138.0,100000.0
33.99,-118.28,1.4625,1.0,0.0,0.0,1971.0,103000.0
33.99,-118.29,2.5547,1.0,0.0,0.0,979.0,108900.0
33.98,-118.29,1.0516,1.0,0.0,0.0,1582.0,108300.0
33.99,-118.29,1.9375,1.0,0.0,0.0,1902.0,112900.0
33.99,-118.3,1.1645,1.0,0.0,0.0,1458.0,98200.0
33.99,-118.3,2.5437,1.0,0.0,0.0,1534.0,94500.0
33.98,-118.3,1.9556,1.0,0.0,0.0,1597.0,93300.0
33.99,-118.3,1.84,1.0,0.0,0.0,1701.0,91400.0
33.98,-118.31,5.1136,1.0,0.0,0.0,222.0,111700.0
33.99,-118.31,2.895,1.0,0.0,0.0,857.0,108000.0
33.98,-118.31,2.0,1.0,0.0,0.0,1837.0,96500.0
33.98,-118.31,3.5982,1.0,0.0,0.0,1607.0,96600.0
33.98,-118.31,1.825,1.0,0.0,0.0,1985.0,106600.0
33.98,-118.31,2.3977,1.0,0.0,0.0,1975.0,112200.0
33.98,-118.32,2.2138,1.0,0.0,0.0,1993.0,119800.0
33.98,-118.29,1.9125,1.0,0.0,0.0,2261.0,97200.0
33.98,-118.29,3.4444,1.0,0.0,0.0,1124.0,93100.0
33.98,-118.3,2.9432,1.0,0.0,0.0,1371.0,94000.0
33.98,-118.3,1.6611,1.0,0.0,0.0,2010.0,95800.0
